index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,id,dup,cards,family_category
172,1,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,8091,0,0,0,Laborers,3.0,49.0,1.0,43.320547945205476,173,1,2,small
173,0,0,1,0,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,19.0,0.0,63.24931506849315,174,1,3,small
174,0,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1040,0,0,1,Sales staff,2.0,15.0,2.0,29.465753424657535,175,1,2,small
175,1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1376,0,0,0,Drivers,2.0,2.0,1.0,29.328767123287673,176,0,1,small
176,0,1,0,0,315000.0,State servant,Higher education,Married,House / apartment,9957,1,0,0,Managers,2.0,26.0,2.0,49.15068493150685,177,1,2,small
177,0,0,0,0,157500.0,Commercial associate,Higher education,Single / not married,Rented apartment,1415,0,0,0,Laborers,1.0,22.0,1.0,32.28767123287671,178,1,2,Nuclear
178,1,0,0,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,12.0,2.0,55.583561643835615,179,0,1,small
179,1,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,2026,0,0,0,Drivers,2.0,19.0,2.0,46.54794520547945,180,1,8,small
180,0,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,4814,1,1,0,Managers,1.0,58.0,2.0,56.961643835616435,181,1,8,Nuclear
181,0,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,5.0,0.0,56.76164383561644,182,0,1,small
182,0,0,1,2,67500.0,Working,Higher education,Married,House / apartment,961,1,0,0,Laborers,4.0,12.0,0.0,28.167123287671235,183,0,1,big
183,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,42.0,1.0,62.632876712328766,184,1,6,small
184,1,1,0,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,995,0,0,1,Drivers,2.0,46.0,2.0,41.347945205479455,185,1,3,small
185,0,0,1,0,180000.0,Working,Lower secondary,Widow,House / apartment,2227,1,1,0,Cleaning staff,1.0,49.0,2.0,46.035616438356165,186,1,4,Nuclear
186,0,1,1,0,216000.0,Working,Higher education,Married,House / apartment,1809,0,0,0,Secretaries,2.0,10.0,2.0,50.76438356164383,187,1,2,small
187,0,1,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,4239,0,0,0,Laborers,3.0,4.0,1.0,37.89041095890411,188,1,4,small
188,0,0,0,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,26.0,0.0,54.868493150684934,189,1,3,Nuclear
189,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,4574,0,0,0,Laborers,2.0,44.0,2.0,45.40547945205479,190,1,6,small
190,0,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,1,0,Unemployed,1.0,13.0,0.0,63.73150684931507,191,1,10,Nuclear
191,0,0,0,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,28.0,2.0,58.38356164383562,192,0,1,small
192,0,0,1,0,135000.0,Working,Higher education,Married,House / apartment,1628,0,0,0,Laborers,2.0,14.0,2.0,36.43561643835616,33,1,10,small
193,1,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2574,0,0,0,Security staff,2.0,22.0,0.0,44.44931506849315,193,1,4,small
194,1,1,0,1,252000.0,State servant,Higher education,Married,House / apartment,1650,1,1,0,High skill tech staff,3.0,19.0,1.0,34.2,194,1,5,small
195,0,0,1,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,552,0,0,0,Laborers,2.0,5.0,2.0,30.084931506849315,195,1,2,small
196,1,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,2289,0,0,0,Managers,2.0,36.0,2.0,27.09315068493151,196,0,1,small
197,1,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2554,0,0,0,Sales staff,3.0,49.0,2.0,31.572602739726026,197,1,7,small
198,0,0,1,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,5394,1,0,0,Medicine staff,4.0,26.0,1.0,35.827397260273976,198,1,2,big
199,0,0,1,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,658,0,1,0,Sales staff,4.0,11.0,2.0,43.320547945205476,199,1,4,big
200,1,1,1,0,202500.0,Working,Higher education,Married,House / apartment,1953,0,0,0,Managers,2.0,3.0,1.0,40.12602739726027,200,1,3,small
201,0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,3717,0,0,0,Core staff,2.0,10.0,1.0,33.75890410958904,201,1,20,small
202,0,0,0,0,135000.0,Working,Higher education,Married,House / apartment,4447,1,0,0,Core staff,2.0,8.0,1.0,38.863013698630134,202,1,3,small
203,1,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,4031,0,1,0,Laborers,2.0,41.0,2.0,31.816438356164383,203,1,4,small
204,1,0,0,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,1207,1,1,0,Managers,2.0,46.0,1.0,47.271232876712325,204,0,1,small
205,0,0,1,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,673,0,0,0,Laborers,1.0,28.0,2.0,46.40547945205479,205,1,7,Nuclear
206,1,0,0,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,2745,1,1,0,Core staff,2.0,48.0,1.0,31.136986301369863,206,1,2,small
207,0,1,0,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,1345,0,0,0,HR staff,1.0,6.0,2.0,39.47123287671233,207,1,14,Nuclear
208,0,0,0,2,112500.0,State servant,Higher education,Married,House / apartment,2721,0,0,1,Core staff,4.0,3.0,0.0,31.791780821917808,208,0,1,big
209,0,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,18.0,2.0,58.583561643835615,209,1,5,small
210,0,1,1,1,225000.0,Working,Higher education,Separated,House / apartment,1672,0,0,0,Core staff,2.0,0.0,1.0,40.59178082191781,80,1,12,small
211,0,0,1,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,2380,1,1,0,Accountants,1.0,52.0,2.0,48.635616438356166,210,1,8,Nuclear
212,1,1,1,1,427500.0,Working,Higher education,Married,House / apartment,354,0,0,0,Managers,3.0,3.0,1.0,41.32876712328767,211,1,8,small
213,0,0,0,0,78750.0,Working,Secondary / secondary special,Married,With parents,2045,1,0,0,Security staff,2.0,13.0,2.0,33.16164383561644,212,1,2,small
214,0,0,0,0,67500.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,0,Unemployed,1.0,30.0,0.0,65.97534246575343,213,1,2,Nuclear
215,0,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,2011,0,0,0,Laborers,2.0,13.0,2.0,60.4,214,1,4,small
216,0,0,0,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,7310,1,1,0,Core staff,1.0,42.0,2.0,46.295890410958904,215,1,6,Nuclear
217,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,45.0,1.0,61.04931506849315,216,1,3,small
218,0,0,0,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,41.0,0.0,58.93972602739726,217,1,3,small
219,0,1,0,0,562500.0,Working,Higher education,Married,House / apartment,2836,1,0,0,Managers,2.0,12.0,0.0,40.14794520547945,218,1,10,small
220,0,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,32.0,1.0,60.25205479452055,219,0,1,Nuclear
221,0,0,0,1,72000.0,Commercial associate,Higher education,Married,House / apartment,1925,0,0,1,Accountants,3.0,43.0,2.0,38.83013698630137,220,0,1,small
222,1,0,1,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1830,0,0,0,Security staff,2.0,11.0,2.0,46.51780821917808,221,1,3,small
223,0,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1128,0,1,0,Accountants,2.0,17.0,2.0,58.29041095890411,222,1,2,small
224,0,0,0,0,270000.0,Working,Higher education,Married,House / apartment,5792,1,1,0,Managers,2.0,28.0,2.0,48.14520547945205,223,1,5,small
225,1,1,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,4491,0,0,0,Laborers,3.0,12.0,1.0,31.5013698630137,224,1,7,small
226,0,1,1,2,315000.0,Commercial associate,Higher education,Married,With parents,1327,0,0,0,Managers,4.0,50.0,2.0,34.57808219178082,225,1,8,big
227,1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,3246,0,0,0,Laborers,2.0,49.0,1.0,53.602739726027394,226,1,6,small
228,1,0,1,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,1221,0,1,0,Sales staff,1.0,7.0,0.0,27.36986301369863,227,1,7,Nuclear
229,0,0,1,0,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,51.0,2.0,58.465753424657535,228,1,2,small
230,0,0,0,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,11062,1,0,0,Medicine staff,2.0,37.0,2.0,48.676712328767124,229,1,2,small
231,0,1,0,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,19.0,2.0,62.983561643835614,230,0,1,small
232,0,1,1,0,225000.0,Working,Higher education,Civil marriage,House / apartment,492,0,0,0,Sales staff,2.0,17.0,0.0,30.32054794520548,231,1,5,small
233,1,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,7679,0,0,0,Laborers,2.0,27.0,1.0,44.04383561643836,232,1,2,small
234,1,1,1,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,923,0,1,1,Drivers,2.0,59.0,1.0,50.18630136986302,233,1,4,small
235,1,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,401,0,0,0,Core staff,2.0,11.0,1.0,43.821917808219176,234,1,6,small
236,1,1,0,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1321,0,0,0,Drivers,2.0,20.0,1.0,47.821917808219176,235,1,2,small
237,0,0,0,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,6649,1,1,0,Core staff,2.0,27.0,2.0,38.94794520547945,236,1,2,small
238,1,0,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,158,1,0,0,Laborers,2.0,29.0,2.0,42.83287671232877,237,1,3,small
239,0,1,1,1,270000.0,Working,Higher education,Separated,House / apartment,140,0,1,1,Sales staff,2.0,37.0,2.0,38.4986301369863,238,1,4,small
240,1,1,0,0,382500.0,State servant,Higher education,Married,Office apartment,4174,0,0,0,Core staff,2.0,3.0,1.0,32.76712328767123,239,1,3,small
241,1,0,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,3141,0,1,0,Laborers,4.0,18.0,1.0,34.8027397260274,240,0,1,big
242,0,0,0,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1353,1,0,0,Accountants,4.0,6.0,2.0,37.78356164383562,241,1,3,big
243,0,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,762,0,0,0,Sales staff,1.0,13.0,2.0,43.56986301369863,242,1,4,Nuclear
244,1,0,0,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,5239,0,0,0,Laborers,2.0,1.0,1.0,48.97534246575343,243,1,5,small
245,0,1,1,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,3380,0,0,0,Laborers,3.0,23.0,0.0,37.83835616438356,244,1,6,small
246,0,1,1,0,202500.0,Working,Higher education,Married,House / apartment,7514,0,0,0,Accountants,2.0,43.0,1.0,55.293150684931504,245,1,2,small
247,0,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,3021,0,0,1,Cleaning staff,2.0,28.0,2.0,50.61369863013699,246,1,2,small
248,1,1,1,2,157500.0,Commercial associate,Higher education,Married,With parents,626,0,0,0,Drivers,4.0,47.0,2.0,38.88219178082192,247,1,9,big
249,1,0,0,0,180000.0,Working,Higher education,Married,House / apartment,1063,0,0,0,Core staff,2.0,43.0,1.0,41.01917808219178,248,1,2,small
250,1,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2267,0,0,0,High skill tech staff,3.0,11.0,1.0,34.59452054794521,249,1,2,small
251,0,0,0,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,14.0,2.0,56.342465753424655,250,1,3,small
252,0,1,0,1,90000.0,Working,Incomplete higher,Married,Rented apartment,3480,0,0,0,Laborers,3.0,6.0,1.0,33.92602739726028,251,1,3,small
253,0,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,6835,1,1,0,Core staff,1.0,22.0,2.0,54.18356164383562,252,1,3,Nuclear
254,0,1,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,734,0,0,0,Core staff,2.0,32.0,2.0,28.224657534246575,253,1,12,small
255,0,0,1,1,180000.0,State servant,Higher education,Married,House / apartment,3485,0,0,1,High skill tech staff,3.0,5.0,1.0,30.052054794520547,254,1,5,small
256,0,0,1,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3560,0,0,0,Sales staff,3.0,25.0,2.0,37.1945205479452,255,1,5,small
257,0,0,1,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,17.0,1.0,65.13424657534246,256,1,6,Nuclear
258,0,0,1,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,3291,0,0,0,Laborers,1.0,18.0,0.0,41.797260273972604,257,1,12,Nuclear
259,0,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,4596,0,0,0,Laborers,3.0,46.0,2.0,39.75890410958904,258,1,4,small
260,0,0,1,1,180000.0,Working,Higher education,Civil marriage,House / apartment,1882,0,0,0,Sales staff,3.0,41.0,1.0,37.71780821917808,259,1,8,small
261,0,0,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,6586,1,0,0,Core staff,4.0,18.0,2.0,36.605479452054794,260,1,5,big
262,1,0,0,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,2326,0,0,0,Laborers,2.0,46.0,2.0,30.747945205479454,261,1,5,small
263,0,0,0,1,180000.0,Working,Incomplete higher,Married,With parents,2665,0,0,0,Laborers,3.0,38.0,2.0,27.153424657534245,262,1,2,small
264,0,0,0,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,33.0,2.0,62.441095890410956,263,1,3,small
265,0,0,0,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1346,0,0,0,Laborers,2.0,10.0,0.0,25.542465753424658,264,1,4,small
266,0,0,1,0,238500.0,Working,Higher education,Married,House / apartment,2971,1,1,0,Sales staff,2.0,12.0,2.0,56.21095890410959,265,1,2,small
267,0,1,1,0,202500.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,1,Unemployed,1.0,39.0,2.0,58.271232876712325,266,1,2,Nuclear
268,0,0,1,0,630000.0,Working,Higher education,Separated,House / apartment,1539,1,1,0,Accountants,1.0,41.0,2.0,60.276712328767125,267,1,9,Nuclear
269,0,0,1,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1963,0,0,0,Sales staff,1.0,25.0,2.0,36.608219178082194,268,0,1,Nuclear
270,1,1,0,2,135000.0,Working,Higher education,Married,House / apartment,1631,0,0,0,Core staff,4.0,42.0,0.0,34.863013698630134,269,1,6,big
271,0,1,0,0,112500.0,Working,Higher education,Married,With parents,1792,1,1,0,Core staff,2.0,11.0,2.0,28.698630136986303,270,1,13,small
272,0,0,1,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,13.0,2.0,62.586301369863016,271,0,1,small
273,1,1,0,2,135000.0,Working,Secondary / secondary special,Married,With parents,561,0,0,0,Laborers,4.0,23.0,2.0,45.54794520547945,272,1,5,big
274,1,1,1,0,184500.0,State servant,Higher education,Married,House / apartment,169,0,0,0,Managers,2.0,60.0,2.0,38.12602739726027,273,1,6,small
275,1,1,0,1,337500.0,State servant,Higher education,Married,House / apartment,3574,0,0,0,Core staff,3.0,2.0,1.0,35.05205479452055,274,1,4,small
276,0,0,0,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,Unemployed,1.0,8.0,2.0,58.94794520547945,275,1,3,Nuclear
277,1,0,1,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,149,0,0,0,Laborers,3.0,20.0,0.0,22.783561643835615,276,1,2,small
278,0,0,1,0,180000.0,Working,Higher education,Married,House / apartment,7049,1,0,0,Core staff,2.0,0.0,1.0,38.583561643835615,277,0,1,small
279,1,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,35.0,1.0,54.75890410958904,278,1,5,small
280,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,2685,0,1,0,Cooking staff,2.0,44.0,1.0,61.391780821917806,279,0,1,small
281,0,0,1,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,9.0,2.0,66.6054794520548,280,1,5,small
282,1,0,0,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,5.0,2.0,56.558904109589044,281,1,2,Nuclear
283,1,1,1,0,252000.0,Commercial associate,Higher education,Married,House / apartment,2682,0,0,0,Drivers,2.0,33.0,2.0,37.797260273972604,282,1,7,small
284,1,1,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,0,Unemployed,2.0,22.0,2.0,63.8054794520548,283,1,9,small
285,0,0,1,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,4081,1,0,0,Laborers,1.0,3.0,0.0,46.347945205479455,284,1,2,Nuclear
286,1,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,5639,1,1,0,Laborers,3.0,35.0,2.0,37.78082191780822,285,1,20,small
287,0,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,869,0,0,0,Laborers,2.0,16.0,2.0,49.48219178082192,286,1,2,small
288,0,0,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,923,0,0,0,Core staff,1.0,53.0,2.0,35.4027397260274,287,1,3,Nuclear
289,1,0,0,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,727,0,0,1,Core staff,4.0,5.0,2.0,39.30958904109589,288,1,3,big
290,0,0,0,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,4549,1,1,0,Laborers,4.0,16.0,2.0,34.35890410958904,289,1,6,big
291,0,0,0,0,157500.0,State servant,Higher education,Married,House / apartment,801,1,1,0,Core staff,2.0,23.0,2.0,31.747945205479454,290,1,9,small
292,0,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2139,0,1,0,Laborers,2.0,31.0,0.0,38.90684931506849,291,1,3,small
